"","LoC_classifications","title","downloads","author_birthdate","author_deathdate","author_name","pub_day","pub_date_full","pub_month","pub_month_name","pub_year","difficulty.ari","difficulty.coleman","difficulty.dale","difficulty.vocabulary","difficulty.flesch.grade","difficulty.flesch.ease","difficulty.gunning","difficulty.linsear","difficulty.smog","polarity","subjectivity","avg_letter_per_word","avg_sentence_length","sentences_over_words","characters","polysyllables","sentences","syllables","words"
"880","PS","O Pioneers!",461,1873,1947,"Cather, Willa",1,"January 1992",1,"January",1992,7.3,8.69,5.75,4990,5.2,82.65,7.6,13,3.1,0.0816156459751208,0.473083270511291,4.58,14,0.07,254122,1163,3894,71888.4,55435
"881","PR","The Lady of the Lake",461,1771,1832,"Scott, Walter",1,"January, 2002",1,"January",2002,12.1,11.72,6.68,10414,7.2,77.57,9.6,6.5,3.1,0.0975706745246318,0.489453602338685,5,19,0.05,391852,1427,3947,102721.5,78425
"882","D","The Story of Mankind",461,1882,1944,"Van Loon, Hendrik Willem",1,"December, 1996",12,"December",1996,12.6,11.31,6.16,12161,9.1,67.08,10.4,7.5,3.1,0.111015416825876,0.457841312576217,4.93,21,0.05,637026,4641,5995,186628.5,129204
"883","PS","A Boy's Will",460,1874,1963,"Frost, Robert",1,"January, 2002",1,"January",2002,13.9,9.64,7.01,740,9.1,77.91,12.8,5.5,3.1,0.0862794102805264,0.496017161410019,4.59,27,0.04,26318,38,209,7145.1,5737
"884","PQ","Les Fleurs du Mal",460,1821,1867,"Baudelaire, Charles",1,"July, 2004",7,"July",2004,16.1,13.81,8.39,5514,10.7,63.02,12,19,3.1,0.0999052274794805,0.682167658730159,5.31,25,0.04,131501,341,990,34137.9,24751
"885","HQ","Studies in the Psychology of Sex, Volume 1: The Evolution of Modesty; The Phenomena of Sexual Periodicity; Auto-Erotism",459,1859,1939,"Ellis, Havelock",8,"October 8, 2004",10,"October",2004,16.2,13.81,6.65,15679,13,46.1,12,7.5,8.8,0.121915251091955,0.500514442858905,5.31,25,0.04,740616,8488,5519,216453.6,139447
"886","U","The Art of War",458,0,0,"Sunzi, active 6th century B.C.",28,"December 28, 2005",12,"December",2005,11.7,11.08,7.06,1683,8.7,68.1,10,5.5,3.1,0.0595358660620832,0.518208120080779,4.89,20,0.05,53504,363,543,15072.3,10936
"887","PS","Sketches New and Old",458,1835,1910,"Twain, Mark",1,"April, 2002",4,"April",2002,11.7,10.39,6.68,12386,9.1,67.08,10.4,58,3.1,0.0981139138595345,0.498845441633555,4.77,21,0.05,466586,3130,4567,134607.6,97716
"888","B","Hegel's Philosophy of Mind",458,1770,1831,"Hegel, Georg Wilhelm Friedrich",5,"March 5, 2012",3,"March",2012,17,13.76,6.6,12610,13.4,45.09,12.4,8,11.2,0.0629035985572698,0.447275117320976,5.3,26,0.04,629417,9410,4420,187151.4,118842
"889","PS","The Madman: His Parables and Poems",458,1883,1931,"Gibran, Kahlil",1,"May, 2004",5,"May",2004,8.9,8.93,6.43,871,6.4,79.6,8.8,9,3.1,0.134530110300658,0.506489025941081,4.57,17,0.06,32207,75,399,8834.4,7052
"890","ML","Nicolo Paganini: His Life and Work",457,1840,1906,"Stratton, Stephen S. (Stephen Samuel)",29,"April 29, 2012",4,"April",2012,12.4,12.71,6.84,8008,9.5,60.65,9.6,3,8.8,0.141608853495793,0.467750969559328,5.17,19,0.05,289437,3157,2943,83926.8,55955
"891","PQ","The Imaginary Invalid",457,1622,1673,"Moliere",2,"September 2, 2003",9,"September",2003,8.1,9.85,6.43,2680,4.8,83.66,7.2,2.5,3.1,0.13797847602775,0.561488953905753,4.78,13,0.07,93964,464,1408,26114.4,19674
"892","PZ","Rilla of Ingleside",455,1874,1942,"Montgomery, L. M. (Lucy Maud)",1,"February, 2003",2,"February",2003,8.2,9.21,5.87,9767,5.6,81.63,8,54,3.1,0.0507991561612067,0.491944461397701,4.67,15,0.07,482994,2028,6748,136524.6,103358
"893","PZ","The Tale of Benjamin Bunny",454,1866,1943,"Potter, Beatrix",21,"December 21, 2004",12,"December",2004,10.2,12.23,6.79,185,6.4,74.19,7.6,4,3.1,0.0542862712133545,0.382868905785573,5.19,14,0.07,6177,47,83,1621.8,1190
"894","NC","Line and Form (1900)",454,1845,1915,"Crane, Walter",2,"May 2, 2008",5,"May",2008,19,13.99,7.01,5291,14.2,48.47,14.4,5.5,8.8,0.131978867732494,0.483396380718519,5.29,31,0.03,241540,2451,1468,69435,45623
"895","E151","American Notes",454,1812,1870,"Dickens, Charles",18,"February 18, 2013",2,"February",2013,16.2,11.38,6.96,12331,12.2,58.96,13.6,11.5,3.1,0.0951224292091076,0.48435171673926,4.84,29,0.03,499881,3466,3476,145466.1,103322
"896","PA,JC","Laws",453,-428,-348,"Plato",1,"May, 1999",5,"May",1999,16.6,10.69,6.14,14601,13,56.93,14.4,11.5,8.8,0.133559264041467,0.504477488386724,4.72,31,0.03,1125953,7841,7530,335637,238593
"897","","Demian: Die Geschichte von Emil Sinclairs Jugend",453,1877,1962,"Hesse, Hermann",24,"January 24, 2013",1,"January",2013,11.2,13.05,6.73,7032,6.8,73.17,8,5.5,3.1,0.263798976423271,0.657429718875502,5.28,15,0.06,249434,1102,3052,65056.5,47222
"898","PS","The Autobiography of an Ex-Colored Man",452,1871,1938,"Johnson, James Weldon",9,"February 9, 2004",2,"February",2004,12.1,9.64,6.5,5653,9.9,65.05,11.2,19,3.1,0.11989797564462,0.459904012905849,4.59,23,0.04,237815,1593,2177,70965,51804
"899","PS","The Complete Poetical Works of Edgar Allan Poe: Including Essays on Poetry",451,1809,1849,"Poe, Edgar Allan",10,"November 10, 2003",11,"November",2003,14,12.65,7.19,9392,9.5,66.07,10.8,10.5,3.1,0.125174358871187,0.513563430118702,5.11,22,0.04,308412,2177,2645,85563.9,60330
"900","PR","The Diary of a Nobody",451,1852,1919,"Grossmith, Weedon",14,"August 14, 2011",8,"August",2011,7.9,9.04,5.97,4345,5.2,82.65,7.6,7,3.1,0.0711074540099824,0.498334156938743,4.64,14,0.07,194604,968,2812,55386.9,41930
"901","F001","Bradford's History of 'Plimoth Plantation': From the Original Manuscript. With a Report of the Proceedings Incident to the Return of the Manuscript to Massachusetts",451,1590,1657,"Bradford, William",29,"March 29, 2008",3,"March",2008,13.4,10.86,6.11,13688,9.1,72.5,11.6,5.5,3.1,0.180468225051685,0.459019723193097,4.8,24,0.04,808901,3601,6910,226529.1,168627
"902","PZ","The Real Mother Goose",450,0,0,"Unknown",5,"January 5, 2004",1,"January",2004,10.5,10.15,6.11,1557,6,86.03,9.6,18,3.1,0.0544830061053587,0.460177778769472,4.73,19,0.05,75688,57,830,19559.7,16013
"903","PZ,PS","Uncle Remus and Brer Rabbit",450,1848,1908,"Harris, Joel Chandler",9,"August 9, 2007",8,"August",2007,10.3,8.12,6.15,623,7.2,82.98,10.8,5,3.1,0.123816770830235,0.427549431836176,4.38,22,0.05,30239,98,312,8043.3,6904
"904","PK","The Rubaiyat of Omar Khayyam",450,1048,1122,"Omar Khayyam",1,"April, 1995",4,"April",1995,14.8,12.19,7.7,2092,10.7,63.02,12,11,3.1,0.0929561175147684,0.485371490027586,5.03,25,0.04,58957,319,466,16100.1,11716
"905","PL","A Dictionary of Cebuano Visayan",450,0,0,"Wolff, John U.",24,"June 24, 2012",6,"June",2012,6.2,9.25,5.77,103095,3.3,87.72,5.6,7,3.1,0.0160628872386038,0.463611905692624,4.83,9,0.1,4658929,29609,97861,1247171.4,964198
"906","","Lords and Lovers: and Other Dramas",450,1869,1968,"Dargan, Olive Tilford",22,"February 22, 2016",2,"February",2016,6.8,9.78,5.63,6971,2.5,95.17,6,56,3.1,0.166899508520596,0.519035185513103,4.87,10,0.09,356882,735,6895,90853.2,73261
"907","","The Slang Dictionary: Etymological, Historical and Andecdotal",449,0,0,"Hotten, John Camden",16,"February 16, 2013",2,"February",2013,10.9,13.39,6.77,24807,7.2,66.74,7.2,4,3.1,0.0542622841455094,0.454406893194071,5.39,13,0.07,847901,7464,11248,231826.5,157261
"908","PR","Tales of Terror and Mystery",449,1859,1930,"Doyle, Arthur Conan",1,"May, 1996",5,"May",1996,9.8,9.69,6.19,7917,7.9,70.13,9.2,54,3.1,0.0699404355431729,0.501568315242038,4.65,18,0.05,349340,1891,4034,102024,75100
"909","PS","Martin Eden",448,1876,1916,"London, Jack",25,"November 25, 2004",11,"November",2004,8.6,9.92,5.89,13304,5.6,81.63,8,11,3.1,0.10658698657778,0.506608916930342,4.74,15,0.06,657206,3938,8987,186489,138767
"910","PR","The Tragical History of Doctor Faustus: From the Quarto of 1616",448,1564,1593,"Marlowe, Christopher",1,"February, 1997",2,"February",1997,8.9,11.59,6.24,2835,4.4,84.68,6.8,5.5,3.1,0.145803660960763,0.499077596911216,5.13,12,0.08,114433,375,1795,28475.1,22297
"911","PZ,PJ","The Arabian Nights Entertainments",447,1844,1912,"Lang, Andrew",9,"June 9, 2008",6,"June",2008,12,9.23,5.84,7174,9.1,72.5,11.6,52,3.1,0.1193738375096,0.502145504192952,4.52,24,0.04,504353,1509,4594,145614.6,111586
"912","PR","Four Weird Tales",445,1869,1951,"Blackwood, Algernon",20,"September 20, 2005",9,"September",2005,10.7,11.37,6.49,6868,7.6,71.14,8.8,28.5,3.1,0.0442548354787985,0.497846082550678,4.99,17,0.06,269395,1737,3126,76867.2,54037
"913","BF","Daemonologie.",443,1566,1625,"James I, King of England",29,"June 29, 2008",6,"June",2008,23.7,12.09,7.92,3629,17.7,44.75,19.2,4.5,3.1,0.0753995464192833,0.462016871622134,4.91,43,0.02,130985,555,608,37359,26697
"914","","A Beginner's Psychology",443,0,0,"Titchener, Edward Bradford",14,"March 14, 2016",3,"March",2016,14.1,12.94,6.43,11280,10.7,57.61,10.8,5,8.8,0.0696654658921719,0.449836991609733,5.16,22,0.04,541032,6454,4652,156313.8,104870
"915","HT","The History of Mary Prince, a West Indian Slave",442,1788,1833,"Prince, Mary",24,"February 24, 2006",2,"February",2006,11.1,9.28,6.58,3285,7.9,75.54,10.4,4.5,3.1,0.0495917597400237,0.51180221279796,4.58,21,0.05,125085,722,1250,36383.4,27289
"916","PR","Mary Barton",442,1810,1865,"Gaskell, Elizabeth Cleghorn",1,"January 1, 1848",1,"January",1848,10.1,9.57,5.82,12620,7.2,77.57,9.6,1.5,3.1,0.0686220567162298,0.512581884246092,4.63,19,0.05,744592,2700,8220,208900.8,160646
"917","PR,PZ","The Little White Bird; Or, Adventures in Kensington Gardens",441,1860,1937,"Barrie, J. M. (James Matthew)",1,"July, 1998",7,"July",1998,10.6,8.65,6.13,6094,7.9,75.54,10.4,1.5,3.1,0.0855409771173447,0.510633866145185,4.47,21,0.05,296337,1195,3020,85405.5,66273
"918","","Capture and Escape: A Narrative of Army and Prison Life",441,0,0,"Kellogg, John Azor",14,"March 14, 2016",3,"March",2016,10.5,10.79,6.52,4911,7.9,70.13,9.2,11,3.1,0.084585854917886,0.478316679665364,4.84,18,0.05,188784,1185,2126,54577.8,39030
"919","B","The Critique of Practical Reason",441,1724,1804,"Kant, Immanuel",1,"May, 2004",5,"May",2004,25.9,12.78,7.16,4736,20.4,32.23,20.8,11,13,0.0944509605405364,0.489091184556085,5.03,47,0.02,315751,4012,1326,96999.3,62786
"920","PR","The Poetical Works of John Milton",440,1608,1674,"Milton, John",1,"May, 1999",5,"May",1999,22.9,12.03,7.55,16965,16.1,54.23,18.8,5.5,3.1,0.128244032720272,0.505647192160608,4.9,42,0.02,715335,1842,3439,188400.6,146106
"921","PS","The Complete Poems of Paul Laurence Dunbar",440,1872,1906,"Dunbar, Paul Laurence",7,"May 7, 2006",5,"May",2006,11.6,9.23,6.25,8368,7.5,81.97,11.2,5.5,3.1,0.129747952523155,0.514931615624967,4.52,23,0.04,404516,496,3799,105090.3,89577
"922","PQ","The Flowers of Evil",440,1821,1867,"Baudelaire, Charles",13,"May 13, 2011",5,"May",2011,15.4,13.18,7.99,1571,10.3,64.04,11.6,57,3.1,0.104468026044576,0.570169552669553,5.2,24,0.04,40830,149,318,10817.1,7853
"923","SK","Woodcraft and Camping",439,1821,1890,"Sears, George Washington",9,"December 9, 2010",12,"December",2010,11.3,9.63,6.57,4696,7.9,75.54,10.4,7,3.1,0.109709892957092,0.469716579573612,4.64,21,0.05,181622,664,1802,51229.8,39101
"924","PT","Woyzeck",439,1813,1837,"Buchner, Georg",1,"March, 2004",3,"March",2004,9,12.84,7.23,1275,2.9,88.74,5.2,8.5,3.1,0.67097870797822,0.838257575757575,5.5,8,0.11,34610,132,701,8239.5,6296
"925","","Hamewith",438,1843,1924,"Murray, Charles Theodore",9,"March 09, 2016",3,"March",2016,15.1,13.18,7.73,2526,9.1,72.5,11.6,11,3.1,0.0862727024799746,0.468506666479186,5.2,24,0.04,71487,259,570,17592.3,13757
"926","PT","Die Leiden des jungen Werther — Band 1",437,1749,1832,"Goethe, Johann Wolfgang von",29,"September 29, 1774",9,"September",1774,14.8,14.1,7.86,3526,9.1,67.08,10.4,4,3.1,0.0763051155285957,0.738095238095238,5.41,21,0.05,94674,511,814,24588.9,17490
"927","","Narrative and Critical History of America, Vol. IV (of 8): French Explorations and Settlements in North America and Those of the Portuguese, Dutch, and Swedes 1500-1700",437,0,0,"Various",23,"February 23, 2016",2,"February",2016,12.5,13.23,5.99,26618,7.9,70.13,9.2,5,3.1,0.102010493193457,0.387309822074877,5.26,18,0.05,1516176,13323,15798,410284.8,288067
"928","BQ","The Zen Experience",436,1941,0,"Hoover, Thomas",14,"November 14, 2010",11,"November",2010,13,13.58,6.39,11045,9.1,61.67,9.2,8.5,8.8,0.107141703842581,0.440781345448743,5.32,18,0.05,499508,5208,5025,140032.8,93881
"929","","An Elephant for the Prinkip",436,0,0,"Wesley, Joseph",13,"March 13, 2016",3,"March",2016,7,8.87,6.49,542,4.8,83.66,7.2,7,3.1,0.132554484060999,0.495731946301979,4.61,13,0.07,17888,57,287,5097.6,3877
"930","TX","Pennsylvania Dutch Cooking",435,0,0,"Unknown",8,"September 8, 2008",9,"September",2008,7.8,10.6,5.34,1226,2.9,94.15,6.4,12.5,3.1,0.041147653083137,0.502839222677933,4.96,11,0.08,83183,190,1418,20467.8,16765
"931","PS","The Hanging Stranger",435,1928,1982,"Dick, Philip K.",5,"December 5, 2012",12,"December",2012,5.6,9,6.59,864,2.5,89.75,4.8,5,3.1,-0.0313096337472788,0.469537969764189,4.94,7,0.13,25847,96,688,6989.4,5233
"932","PZ","The Coral Island: A Tale of the Pacific Ocean",435,1825,1894,"Ballantyne, R. M. (Robert Michael)",12,"April 12, 2007",4,"April",2007,12.7,9.7,6.06,7774,9.1,72.5,11.6,5,3.1,0.0832633467979633,0.487902232284449,4.6,24,0.04,457891,1984,4003,131589.9,99504
"933","","The Wonderful Wizard of Oz",434,1856,1919,"Baum, L. Frank (Lyman Frank)",6,"January 6, 2014",1,"January",2014,9.2,8.94,5.49,2438,6.8,78.59,9.2,11,3.1,0.123552883373097,0.516700807007067,4.52,18,0.05,180730,354,2136,50029.2,40009
"934","PR","The World Set Free",432,1866,1946,"Wells, H. G. (Herbert George)",11,"February 11, 2006",2,"February",2006,12.6,11.66,6.86,8977,10.3,58.62,10.4,14,3.1,0.0809476112097934,0.47025339190271,4.99,21,0.05,324138,3003,3085,94842,64967
"935","BL","The Religion of the Ancient Celts",432,1868,1950,"MacCulloch, J. A. (John Arnott)",12,"January 12, 2005",1,"January",2005,11.2,12.18,6.03,13267,7.2,72.16,8.4,6,3.1,0.0930635082156037,0.434171246688372,5.13,16,0.06,672025,4837,7721,181822.5,130922
"936","PG","Short Stories",432,1821,1881,"Dostoyevsky, Fyodor",13,"September 13, 2012",9,"September",2012,8.3,9.56,5.88,7901,6.4,74.19,7.6,29.5,3.1,0.0814035641933096,0.497303568719069,4.73,14,0.07,380552,2596,5391,109578.6,80442
"937","PR","Wives and Daughters",432,1810,1865,"Gaskell, Elizabeth Cleghorn",26,"December 26, 2001",12,"December",2001,9.6,9.51,5.56,17722,6.8,78.59,9.2,5,3.1,0.109948705419358,0.52485756196937,4.67,18,0.06,1262322,5768,14887,357757.2,270270
"938","PN","A Defence of Poetry and Other Essays",432,1792,1822,"Shelley, Percy Bysshe",1,"April, 2004",4,"April",2004,18.3,13.07,7.59,4375,15.4,40.01,14.4,11,8.8,0.137824259311053,0.500590880224566,5.13,31,0.03,146528,1751,919,44339.4,28563
"939","PT","Hunger",431,1859,1952,"Hamsun, Knut",1,"June, 2005",6,"June",2005,7.9,8.58,5.99,6599,6,80.62,8.4,15,3.1,0.0568114042607458,0.48702937128219,4.51,16,0.06,300792,1410,4101,86971.5,66663
"940","PZ,PS","The Return of Tarzan",430,1875,1950,"Burroughs, Edgar Rice",23,"June 23, 2008",6,"June",2008,10.4,10.15,5.96,7820,8.3,69.11,9.6,25.5,3.1,0.0600214439099196,0.474680467513322,4.73,19,0.05,422047,1770,4684,120796.2,89190
"941","PS","Prufrock and Other Observations",429,1888,1965,"Eliot, T. S. (Thomas Stearns)",1,"September, 1998",9,"September",1998,12.4,10.97,7.51,685,7.9,75.54,10.4,8,3.1,0.0185675947146535,0.473984678719973,4.87,21,0.05,18623,73,176,5046.3,3826
"942","PR","Heretics",429,1874,1936,"Chesterton, G. K. (Gilbert Keith)",1,"March, 1996",3,"March",1996,11.3,10.39,6.42,7337,8.7,68.1,10,8.5,3.1,0.113082828332219,0.518311486907909,4.77,20,0.05,308417,2976,3147,93195.9,64683
"943","PN","The Great English Short-Story Writers, Volume 1",427,0,0,"Unknown",19,"November 19, 2003",11,"November",2003,12.2,10.62,6.69,10935,9.1,67.08,10.4,3,3.1,0.103203569637259,0.5045075202808,4.81,21,0.05,413165,2557,3914,117201.6,85845
"944","BP","Thought-Forms",427,1854,1934,"Leadbeater, C. W. (Charles Webster)",12,"July 12, 2005",7,"July",2005,17.5,12.54,7.36,2977,13.8,49.49,14,11.5,8.8,0.0939985923120074,0.489322635219187,5.04,30,0.03,106072,1093,691,31296.6,21062
"945","PQ","The Divine Comedy of Dante Alighieri: The Inferno",427,1265,1321,"Dante Alighieri",2,"December 2, 2012",12,"December",2012,12.8,11.2,6.51,13041,9.5,66.07,10.8,9,3.1,0.0996352842491062,0.489973490097305,4.86,22,0.04,563037,2915,5128,156377.7,115770
"946","PT","The Elder Eddas of Saemund Sigfusson; and the Younger Eddas of Snorre Sturleson",426,0,1241,"Snorri Sturluson",18,"January 18, 2005",1,"January",2005,10.3,10.73,6.36,10408,6.4,79.6,8.8,6,3.1,0.147170923143946,0.523663800657244,4.88,17,0.06,425511,1167,5012,112531.5,87242
"947","PS","The Crystal Crypt",425,1928,1982,"Dick, Philip K.",6,"May 6, 2009",5,"May",2009,6.7,9.95,6.36,1057,3.3,87.72,5.6,4.5,3.1,0.0163758598686604,0.445713930847486,4.95,9,0.1,36267,76,757,9789.3,7334
"948","HM","Public Opinion",425,1889,1974,"Lippmann, Walter",1,"September, 2004",9,"September",2004,13.2,12.24,6.51,12093,10.3,58.62,10.4,17,8.8,0.101751588322333,0.462148476472029,5.09,21,0.05,529617,6108,4876,158416.2,104125
"949","PK","The Gardener",425,1861,1941,"Tagore, Rabindranath",1,"October, 2004",10,"October",2004,6.5,7.53,5.77,1280,4,91.11,7.6,9,3.1,0.0668810989797288,0.50936620055803,4.38,14,0.07,61279,77,958,16740,13996
"950","PG","The Kreutzer Sonata and Other Stories",425,1828,1910,"Tolstoy, Leo, graf",18,"March 18, 2006",3,"March",2006,9.6,9.68,6.09,6516,7.6,71.14,8.8,8.5,3.1,0.0644600608689832,0.498877770010915,4.7,17,0.06,300899,1747,3603,87301.8,63979
"951","PS","The Jolly Corner",424,1843,1916,"James, Henry",13,"May 13, 2005",5,"May",2005,14.2,10.74,7.47,2282,11.1,62.01,12.4,13.5,3.1,0.0825619520903234,0.484034347704207,4.78,26,0.04,67719,484,540,19573.2,14158
"952","TT","Mission Furniture: How to Make It, Part 3",424,1859,1924,"Windsor, H. H. (Henry Haven)",30,"November 30, 2007",11,"November",2007,7,8.11,5.31,1210,4,91.11,7.6,11,3.1,0.12791087034639,0.415905509376401,4.48,14,0.07,87157,301,1324,22741.2,19461
"953","B","The Yoga Sutras of Patanjali: The Book of the Spiritual Man",424,0,0,"Patanjali",1,"February, 2001",2,"February",2001,14.2,12.13,6.65,3584,9.9,65.05,11.2,20.5,3.1,0.124639039675056,0.422852123119123,5.02,23,0.04,151966,1178,1266,43891.2,30296
"954","PR","The Door in the Wall, and Other Stories",423,1866,1946,"Wells, H. G. (Herbert George)",22,"July 22, 2005",7,"July",2005,9.5,9.74,6.45,5382,6.4,79.6,8.8,14.5,3.1,0.0484152182728442,0.484411022855905,4.71,17,0.06,202750,993,2456,57279.6,43052
"955","DE","Plutarch's Lives, Volume I",422,46,119,"Plutarch",12,"November 12, 2004",11,"November",2004,19.2,11.44,6.62,14560,14.6,52.87,16,4.5,8.8,0.140909823806246,0.496609209543303,4.85,35,0.03,893286,5939,5186,262855.8,184338
"956","PQ","Le comte de Monte-Cristo, Tome I",422,1802,1870,"Dumas, Alexandre",15,"March 15, 2006",3,"March",2006,13.3,13,6.5,14445,8.7,68.1,10,2,3.1,0.075093634066602,0.593994051982961,5.22,20,0.05,634607,2195,5971,168939.9,121578
"957","GT","The Book of Tea",422,1862,1913,"Okakura, Kakuzo",1,"January, 1997",1,"January",1997,12,11.84,7.63,3474,9.5,60.65,9.6,7.5,3.1,0.127093027884921,0.4851650758037,5.02,19,0.05,90237,903,918,26858.7,17976
"958","PR","Rasselas, Prince of Abyssinia",421,1709,1784,"Johnson, Samuel",31,"January 31, 2013",1,"January",2013,14.5,11.73,7.06,5259,11.9,54.56,12,7,8.8,0.126836164492091,0.509244363440794,4.95,25,0.04,187806,1516,1502,55374.3,37973
"959","PA","The Argonautica",421,0,0,"Apollonius, Rhodius",1,"February, 1997",2,"February",1997,15.9,10.22,6.58,5746,11.5,66.41,14,4.5,3.1,0.0718966335484308,0.50241392595421,4.64,30,0.03,288695,690,2016,78750,62210
"960","PQ","La Divina Commedia di Dante",417,1265,1321,"Dante Alighieri",1,"August, 1997",8,"August",1997,14.8,10.86,7.84,17715,12.6,52.53,12.8,10.5,3.1,0.046846789597684,0.513458049886621,4.8,27,0.04,469130,2371,3577,145258.2,97754
"961","PR","The Works of Aphra Behn: Volume V",417,1640,1689,"Behn, Aphra",30,"August 30, 2009",8,"August",2009,20.6,10.69,6.86,14548,15,57.27,17.6,8,3.1,0.16255408621324,0.532433678070504,4.72,39,0.03,841193,4164,4502,237337.2,178043
"962","PR","King Richard III",416,1564,1616,"Shakespeare, William",1,"November, 1997",11,"November",1997,8.6,10.26,6.15,3561,5.2,82.65,7.6,5.5,3.1,0.115733703656557,0.536946917396719,4.85,14,0.07,149924,401,2158,40128.3,30901
"963","PR","The Adventure of the Cardboard Box",416,1859,1930,"Doyle, Arthur Conan",1,"October, 2000",10,"October",2000,8.5,8.52,6.64,1183,6.4,79.6,8.8,29,3.1,0.0720527365930011,0.463510121466852,4.5,17,0.06,38871,173,493,11295,8642
"964","TX","Foods That Will Win The War And How To Cook Them (1918)",414,1880,0,"Goudiss, C. Houston (Charles Houston)",25,"March 25, 2005",3,"March",2005,11.5,12.24,5.95,2804,6.4,79.6,8.8,8,3.1,0.0237625987723086,0.484251460622776,5.14,17,0.06,155193,733,1736,40629.6,30184
"965","PS","The Entire Project Gutenberg Works of Mark Twain",414,1835,1910,"Twain, Mark",20,"September 20, 2004",9,"September",2004,12.6,11.09,6.41,20687,9.5,66.07,10.8,11.5,3.1,0.110058106250933,0.501486361326258,4.84,22,0.04,942360,6155,8648,274178.7,194566
"966","","Woodcraft Boys at Sunset Island",414,1868,1932,"Roy, Lillian Elizabeth",28,"February 28, 2016",2,"February",2016,9.1,10.43,6.19,6486,5.6,81.63,8,11,3.1,0.137072628489238,0.466820110121497,4.88,15,0.07,275533,1148,3721,75572.1,56517
