"","LoC_classifications","title","downloads","author_birthdate","author_deathdate","author_name","pub_day","pub_date_full","pub_month","pub_month_name","pub_year","difficulty.ari","difficulty.coleman","difficulty.dale","difficulty.vocabulary","difficulty.flesch.grade","difficulty.flesch.ease","difficulty.gunning","difficulty.linsear","difficulty.smog","polarity","subjectivity","avg_letter_per_word","avg_sentence_length","sentences_over_words","characters","polysyllables","sentences","syllables","words"
"232","","Famous Impostors",1381,1847,1912,"Stoker, Bram",8,"March 8, 2016",3,"March",2016,14.1,11.84,6.96,10598,11.5,55.58,11.6,14,8.8,0.0913848651991122,0.484923851079895,4.97,24,0.04,389989,3528,3249,115050.6,78507
"233","PR","The Strange Case of Dr. Jekyll and Mr. Hyde",1380,1850,1894,"Stevenson, Robert Louis",31,"October 31, 1992",10,"October",1992,10.8,9.4,6.81,3462,7.9,75.54,10.4,10.5,3.1,0.0679073176791816,0.486995351654318,4.6,21,0.05,117634,539,1216,34103.7,25585
"234","","The Addicts",1379,1906,1980,"Samachson, Joseph",17,"February 17, 2016",2,"February",2016,7.5,9.38,6.74,563,4.8,83.66,7.2,5.5,3.1,0.0912286854349354,0.55397787952788,4.75,13,0.08,17152,91,274,4848.3,3614
"235","PR","The Lost World",1378,1859,1930,"Doyle, Arthur Conan",19,"June 19, 2008",6,"June",2008,9.7,9.86,6.22,8371,7.6,71.14,8.8,11,3.1,0.0763468949140959,0.485082080189699,4.73,17,0.06,358664,1966,4259,103773.6,75759
"236","PS","Life on the Mississippi",1368,1835,1910,"Twain, Mark",20,"August 20, 2006",8,"August",2006,11.4,10.5,6.34,15660,8.7,68.1,10,2.5,3.1,0.0881378752124105,0.456542761889145,4.79,20,0.05,691132,4369,7009,197305.2,144374
"237","B","An Enquiry Concerning Human Understanding",1350,1711,1776,"Hume, David",1,"January, 2006",1,"January",2006,18.5,13.01,6.77,5852,14.2,48.47,14.4,4,8.8,0.0955641592629758,0.476188402027057,5.12,31,0.03,296154,3345,1822,89534.7,57801
"238","","The Marching Morons",1349,1923,1958,"Kornbluth, C. M. (Cyril M.)",16,"February 16, 2016",2,"February",2016,9.7,12.06,7.5,2255,6,75.2,7.2,5,3.1,0.088340736290328,0.484872654030639,5.16,13,0.07,57058,466,810,15806.7,11054
"239","PQ","The Decameron of Giovanni Boccaccio",1339,1313,1375,"Boccaccio, Giovanni",3,"December 3, 2007",12,"December",2007,22.3,10.81,6.68,17717,17.7,44.75,19.2,9,3.1,0.181661302261462,0.519055412022874,4.69,43,0.02,1442516,6455,7101,415779.3,307841
"240","HQ","A Vindication of the Rights of Woman: With Strictures on Political and Moral Subjects",1339,1759,1797,"Wollstonecraft, Mary",1,"September, 2002",9,"September",2002,19.3,12.72,6.94,9116,15,46.44,15.2,5,8.8,0.113098403672248,0.524028606822201,5.07,33,0.03,438290,4087,2560,129982.5,86456
"241","PS","Tarzan of the Apes",1336,1875,1950,"Burroughs, Edgar Rice",23,"June 23, 2008",6,"June",2008,11.4,10.73,6.06,7727,8.7,68.1,10,53,3.1,0.0747385965926114,0.488934399158539,4.83,20,0.05,412646,1822,4234,116465.4,85520
"242","HV","Southern Horrors: Lynch Law in All Its Phases",1333,1862,1931,"Wells-Barnett, Ida B.",8,"February 8, 2005",2,"February",2005,12.6,11.31,7.43,1687,10.3,58.62,10.4,11.5,3.1,0.0381264150498412,0.413743663183736,4.93,21,0.05,47665,398,448,14031,9664
"243","PG","Uncle Vanya: Scenes from Country Life in Four Acts",1333,1860,1904,"Chekhov, Anton Pavlovich",1,"May, 1999",5,"May",1999,6.1,8.62,6.01,1902,4,85.69,6.4,14,3.1,0.0565951123756387,0.549442911574513,4.67,11,0.09,76783,347,1495,21947.4,16449
"244","PQ","The Social Cancer: A Complete English Version of Noli Me Tangere",1333,1861,1896,"Rizal, Jose",17,"June 17, 2007",6,"June",2007,11.2,11.26,6.13,17329,8.3,69.11,9.6,8.5,3.1,0.0785074536791174,0.475842013071264,4.92,19,0.05,864628,5781,9251,248754.6,175846
"245","PQ","Gargantua and Pantagruel",1328,0,0,"Rabelais, Francois",8,"August 8, 2004",8,"August",2004,15.1,11.09,6.6,32916,11.5,60.99,12.8,5.5,3.1,0.146353827142644,0.508054168218924,4.84,27,0.04,1548310,9558,11605,443115,319655
"246","BV","The Pursuit of God",1328,1897,1963,"Tozer, A. W. (Aiden Wilson)",23,"April 23, 2008",4,"April",2008,10,9.4,6.47,3498,8.3,69.11,9.6,8.5,3.1,0.115721337082401,0.476861798907064,4.6,19,0.05,134387,795,1501,39607.2,29217
"247","KF,JK","The Federalist Papers",1327,1745,1829,"Jay, John",1,"July, 1998",7,"July",1998,19.2,13.24,6.25,12556,15.8,39,14.8,15.5,11.2,0.106195263526426,0.451262281233237,5.16,32,0.03,991913,14140,5901,303713.1,192349
"248","PR","The Life and Opinions of Tristram Shandy, Gentleman",1326,1713,1768,"Sterne, Laurence",1,"October, 1997",10,"October",1997,19.5,12.08,7.28,21613,14.6,52.87,16,18,8.8,0.114569166475575,0.474252018959063,4.96,35,0.03,886874,6319,5096,250581.6,178843
"249","PR","The Ladies Delight",1322,0,0,"Anonymous",10,"November 10, 2004",11,"November",2004,25.2,12.84,9.02,972,17.3,51.18,20,6.5,3.1,0.20972126173384,0.517178054882458,5.04,45,0.02,24516,55,106,6429.6,4863
"250","DG","The Lives of the Twelve Caesars, Complete",1317,0,0,"Suetonius",22,"October 22, 2006",10,"October",2006,16.7,12.49,6.44,20876,13,51.52,13.2,8,8.8,0.107777527416855,0.459407876839692,5.03,28,0.03,1173111,9332,8098,342845.1,233339
"251","PS,E660","Roughing It",1313,1835,1910,"Twain, Mark",18,"August 18, 2006",8,"August",2006,12.8,10.91,6.49,17982,9.9,65.05,11.2,8.5,3.1,0.0743702883211236,0.477500610630563,4.81,23,0.04,798587,5364,7156,230879.7,166160
"252","PS","Second Variety",1308,1928,1982,"Dick, Philip K.",17,"April 17, 2010",4,"April",2010,6,9.47,5.82,1772,2.5,89.75,4.8,5,3.1,-0.000662928497949079,0.42875313563886,5.02,7,0.13,76487,197,2021,20152.8,15237
"253","","Bridge Crossing",1308,1915,2003,"Dryfoos, Dave",17,"February 17, 2016",2,"February",2016,7.9,10.66,7.16,914,5.2,77.23,6.4,5,3.1,0.0291799724119613,0.498700494907392,4.97,11,0.08,24095,97,407,6589.8,4852
"254","PJ","The Thousand and One Nights, Vol. I.: Commonly Called the Arabian Nights' Entertainments",1307,0,0,"Unknown",3,"November 3, 2010",11,"November",2010,14.6,10.68,6.08,18372,11.5,60.99,12.8,17,3.1,0.104609906929003,0.448910440495831,4.77,27,0.04,1253534,6782,9692,358387.2,262842
"255","B","The Consolation of Philosophy",1306,480,524,"Boethius",11,"December 11, 2004",12,"December",2004,13.2,11.61,6.81,5627,9.5,66.07,10.8,7.5,3.1,0.140213014708007,0.526351358264999,4.93,22,0.04,210578,1322,1877,59319,42688
"256","CR","A Complete Guide to Heraldry",1306,1871,1928,"Fox-Davies, Arthur Charles",13,"December 13, 2012",12,"December",2012,15.6,12.36,6.17,21310,11.1,62.01,12.4,7,8.8,0.0534348361236239,0.414526607085762,5.06,26,0.04,1366469,10886,10203,384529.5,270070
"257","PZ,PT","Max und Moritz: Eine Bubengeschichte in sieben Streichen",1302,1832,1908,"Busch, Wilhelm",21,"December 21, 2005",12,"December",2005,13.7,17.1,7.57,537,5.6,76.22,6.8,7.5,3.1,0.733333333333333,0.673333333333333,6.08,12,0.08,15431,123,196,3434.4,2540
"258","PA,PN","The Poetics of Aristotle",1300,-384,-322,"Aristotle",1,"November, 1999",11,"November",1999,13,11.67,7.14,2307,10.7,57.61,10.8,8.5,3.1,0.0815250839433564,0.460538828954176,4.94,22,0.04,74594,659,676,22528.8,15111
"259","PT","Ghosts",1295,1828,1906,"Ibsen, Henrik",1,"May, 2005",5,"May",2005,7,9.84,5.96,2807,3.7,86.71,6,8,3.1,0.086202524540202,0.513334145319191,4.88,10,0.09,118219,460,2234,31847.4,24250
"260","PZ","Struwwelpeter: Merry Stories and Funny Pictures",1290,1809,1894,"Hoffmann, Heinrich",23,"April 23, 2004",4,"April",2004,9.6,9.97,6.25,265,5.2,88.06,8.8,8,3.1,0.0014682547368982,0.556096057982422,4.75,17,0.06,11231,13,136,2847.6,2362
"261","PS","Youth",1287,1920,1992,"Asimov, Isaac",7,"March 7, 2010",3,"March",2010,6.6,9.89,6.24,1376,3.3,87.72,5.6,4.5,3.1,0.0478992350767919,0.468750064960291,4.94,9,0.1,49777,323,1057,13467.6,10067
"262","PR","Plain Tales from the Hills",1284,1865,1936,"Kipling, Rudyard",1,"August, 1999",8,"August",1999,10.2,10.33,6.43,8643,7.9,70.13,9.2,28,3.1,0.0667783618143388,0.479631805589423,4.76,18,0.05,340924,1853,3895,96805.8,71634
"263","PR","The Invisible Man: A Grotesque Romance",1283,1866,1946,"Wells, H. G. (Herbert George)",7,"October 7, 2004",10,"October",2004,8.1,10.26,6.21,5919,4.8,83.66,7.2,6.5,3.1,0.0103555625390276,0.479615092667572,4.85,13,0.07,235353,1387,3601,65285.1,48484
"264","B","Utilitarianism",1282,1806,1873,"Mill, John Stuart",22,"February 22, 2004",2,"February",2004,21.6,12.37,7.53,3509,16.9,41.37,17.2,7.5,11.2,0.134493847980828,0.481229495193145,5.01,38,0.03,138340,1745,709,42696,27608
"265","PC","Novo dicionário da língua portuguesa",1277,1846,1925,"Figueiredo, Candido de",2,"April 2, 2010",4,"April",2010,14.5,19.9,6.97,331402,7.2,55.91,4.8,16.5,3.1,-0.025250851526127,0.590080362768135,6.87,7,0.14,12051675,201302,243657,2952951.3,1753991
"266","PR","Beasts and Super-Beasts",1276,1870,1916,"Saki",26,"December 26, 2011",12,"December",2011,11.9,11.49,6.83,8800,8.3,69.11,9.6,10.5,3.1,0.0748609534522705,0.485130300032708,4.96,19,0.05,305894,2222,3109,88214.4,61732
"267","","The History of Prostitution: Its Extent, Causes, and Effects throughout the World",1267,0,0,"Sanger, William W.",19,"January 19, 2013",1,"January",2013,15.4,13.64,6.14,24144,11.1,56.59,11.2,8.5,8.8,0.0760573459913414,0.454502752469638,5.28,23,0.04,1471906,17359,11649,428318.1,278921
"268","PQ","A Journey to the Centre of the Earth",1263,1828,1905,"Verne, Jules",18,"July 18, 2006",7,"July",2006,9.9,10.84,6.08,8965,7.2,72.16,8.4,13,3.1,0.0960643020673553,0.541380206177393,4.9,16,0.06,419936,3084,5180,122377.5,85773
"269","Z","A Classification and Subject Index for Cataloguing and Arranging the Books and Pamphlets of a Library",1244,1851,1931,"Dewey, Melvil",4,"June 4, 2004",6,"June",2004,18.5,18.22,8.29,3518,9.5,66.07,10.8,12,11.2,0.0615629111988335,0.276289678912905,6.07,22,0.04,94731,1577,687,22445.1,15596
"270","HB","The Theory of the Leisure Class",1244,1857,1929,"Veblen, Thorstein",1,"March, 1997",3,"March",1997,20.2,13.94,6.51,8251,16.2,37.98,15.2,20,13,0.106552538937711,0.44595270339411,5.28,33,0.03,556401,9667,3144,173621.7,105351
"271","PR","Ivanhoe: A Romance",1241,1771,1832,"Scott, Walter",1,"September, 1993",9,"September",1993,15.5,11.84,6.53,18875,11.5,60.99,12.8,11,3.1,0.122641620396112,0.509573254721075,4.97,27,0.04,951286,5260,7062,268434,191430
"272","PQ","Notre-Dame De Paris",1239,1802,1885,"Hugo, Victor",1,"April, 2001",4,"April",2001,10.9,11.13,6.08,18137,7.9,70.13,9.2,17.5,3.1,0.084776225813325,0.502663933543448,4.95,18,0.06,912590,5317,10206,258438.6,184390
"273","DS","Lineage, Life and Labors of José Rizal, Philippine Patriot",1239,1872,0,"Craig, Austin",18,"June 18, 2004",6,"June",2004,17.2,12.95,7.21,8484,13.4,50.5,13.6,15.5,8.8,0.112444644336212,0.436531297398908,5.11,29,0.03,320812,3307,2148,95508.9,62725
"274","PR","The Valley of Fear",1230,1859,1930,"Doyle, Arthur Conan",1,"June, 2002",6,"June",2002,7.4,8.98,5.91,5759,5.2,82.65,7.6,8,3.1,0.0841596564192978,0.487437866734455,4.63,14,0.07,266455,1051,4101,75433.5,57508
"275","PR","The Island of Doctor Moreau",1229,1866,1946,"Wells, H. G. (Herbert George)",14,"October 14, 2004",10,"October",2004,8.8,9.97,6.27,5225,6.8,73.17,8,2.5,3.1,-0.0101187384804139,0.461925857373318,4.75,15,0.06,206998,1263,2788,59257.8,43581
"276","PZ,PR","Alice's Adventures in Wonderland: Illustrated by Arthur Rackham. With a Proem by Austin Dobson",1229,1832,1898,"Carroll, Lewis",19,"May 19, 2009",5,"May",2009,9.5,9.74,5.95,2533,6.4,79.6,8.8,13,3.1,0.0367486157591331,0.498010705747726,4.71,17,0.06,128331,384,1551,35064.9,27270
"277","","The Man Outside",1218,1922,2000,"Smith, Evelyn E.",1,"March 1, 2016",3,"March",2016,9.1,11.19,7,1119,6,75.2,7.2,6.5,3.1,0.0943261471255169,0.51202252416118,5.01,13,0.07,32572,207,469,9179.1,6497
"278","PS","The Last of the Mohicans; A narrative of 1757",1215,1789,1851,"Cooper, James Fenimore",5,"February 5, 2006",2,"February",2006,14.4,11.38,6.2,12382,10.7,63.02,12,15,3.1,0.0755894826422299,0.490524873271747,4.89,25,0.04,725414,4168,5774,208991.7,148235
"279","PZ,PQ","The Adventures of Pinocchio",1214,1826,1890,"Collodi, Carlo",12,"January 12, 2006",1,"January",2006,6.8,8.51,5.52,3129,4.8,83.66,7.2,5,3.1,0.0628061249267969,0.522886589833726,4.6,13,0.08,183332,326,3032,50501.7,39863
"280","PR","The Spectator, Volumes 1, 2 and 3: With Translations and Index for the Series",1207,1672,1729,"Steele, Richard, Sir",14,"April 14, 2004",4,"April",2004,17,11.27,6.09,55817,13,56.93,14.4,5.5,8.8,0.155667401186943,0.499536924704209,4.82,31,0.03,4618241,31307,30491,1333590.3,957892
"281","PR","The Jungle Book",1207,1865,1936,"Kipling, Rudyard",30,"April 30, 2011",4,"April",2011,9.3,9.28,5.99,4780,6.8,78.59,9.2,8,3.1,0.0356185677449686,0.453715582188195,4.58,18,0.05,237540,582,2819,65060.1,51825
"282","","The Sense of Wonder",1207,1928,2008,"Marlowe, Stephen",24,"February 24, 2016",2,"February",2016,7.4,9.85,6.35,792,4.4,84.68,6.8,6.5,3.1,0.0383390046309002,0.492279124416488,4.83,12,0.08,28513,106,489,7807.5,5909
"283","NK","China and Pottery Marks",1201,0,0,"Unknown",24,"July 24, 2012",7,"July",2012,16.1,21.71,6.38,385,6,64.37,4.8,11,8.8,-0.0211458380143502,0.347283137854071,7.13,7,0.13,18090,369,321,4016.7,2537
"284","PA","Aesop's Fables; a new translation",1199,0,0,"Aesop",27,"February 27, 2004",2,"February",2004,12.3,8.71,6.31,3770,8.3,79.94,12,8.5,3.1,0.0733430353059618,0.481521781885861,4.43,25,0.04,183612,414,1611,51365.7,41425
"285","PS","Essays by Ralph Waldo Emerson",1194,1803,1882,"Emerson, Ralph Waldo",4,"September 4, 2005",9,"September",2005,11.1,11.31,6.71,12787,7.9,70.13,9.2,12,3.1,0.163064234905181,0.492184720831713,4.98,18,0.06,461494,3622,5124,132345,92705
"286","TT","Encyclopedia of Needlework",1194,1846,1890,"Dillmont, Therese de",8,"March 8, 2007",3,"March",2007,11.4,10.33,1.59,5361,6.4,85.02,10,7.5,3.1,0.0216136406562123,0.313718038187523,4.76,20,0.05,672756,3638,6801,170281.8,141340
"287","PR","Chaucer's Works, Volume 4 (of 7) — The Canterbury Tales",1176,1342,1400,"Chaucer, Geoffrey",22,"July 22, 2007",7,"July",2007,10.6,9.23,5.91,18678,6.8,84,10.4,8,3.1,0.184973484148668,0.548842806676803,4.57,21,0.05,1091798,1824,11379,287482.5,239084
"288","PS","White Fang",1174,1876,1916,"London, Jack",16,"March 16, 2005",3,"March",2005,8.4,9.68,5.89,6871,5.6,81.63,8,7.5,3.1,0.040974784782358,0.425891595496273,4.7,15,0.06,338321,1563,4671,95713.2,72017
"289","PS","Mosses from an Old Manse, and Other Stories",1173,1804,1864,"Hawthorne, Nathaniel",1,"April, 1996",4,"April",1996,13.3,11.73,6.71,9154,9.5,66.07,10.8,27.5,3.1,0.110455082820544,0.524242213540749,4.95,22,0.04,361648,2522,3199,104785.2,73036
"290","PR","The Mayor of Casterbridge",1172,1840,1928,"Hardy, Thomas",28,"May 28, 2007",5,"May",2007,10.5,10.67,6.17,12316,7.6,71.14,8.8,13,3.1,0.0687934847410661,0.465342099095133,4.87,17,0.06,560649,3552,6411,158434.2,115151
"291","PR","Shakespearean Tragedy: Lectures on Hamlet, Othello, King Lear, Macbeth",1171,1851,1935,"Bradley, A. C. (Andrew Cecil)",30,"October 30, 2005",10,"October",2005,13.2,11.49,6.1,14305,9.9,65.05,11.2,3.5,3.1,0.0636200605782383,0.513339048685992,4.91,23,0.04,839782,6305,7435,240709.5,171017
"292","PS","The Waste Land",1169,1888,1965,"Eliot, T. S. (Thomas Stearns)",1,"January 1, 1922",1,"January",1922,11.1,11.2,8.04,1039,6.8,78.59,9.2,10.5,3.1,0.0198717873437486,0.49213501137581,4.91,18,0.05,22985,101,249,6204.6,4678
"293","PS","My Antonia",1169,1873,1947,"Cather, Willa",8,"July 8, 2008",7,"July",2008,8.4,9.1,5.9,7589,6,80.62,8.4,5.5,3.1,0.0760538853884928,0.466176446459264,4.6,16,0.06,374190,1318,4997,106157.7,81320
"294","PL","Florante at Laura",1165,1788,1862,"Balagtas, Francisco",17,"May 17, 2005",5,"May",2005,14.2,16.12,8.79,6128,9.5,55.24,8.4,10.5,8.8,0.308680611086967,0.409022556390977,5.81,16,0.06,129058,1946,1343,35552.7,22198
"295","B,PA","Apology",1165,-428,-348,"Plato",1,"February, 1999",2,"February",1999,13.7,9.12,6.9,1963,11.5,60.99,12.8,19.5,3.1,0.108373102256167,0.55581134942886,4.5,27,0.04,72343,450,576,21857.4,16077
"296","PS","Bartleby, the Scrivener: A Story of Wall-Street",1163,1819,1891,"Melville, Herman",23,"February 23, 2004",2,"February",2004,10.7,10.9,7.35,2562,7.9,70.13,9.2,8.5,3.1,0.0597453086710073,0.494035547668062,4.91,18,0.06,70425,560,796,20652.3,14355
"297","PR","Far from the Madding Crowd",1158,1840,1928,"Hardy, Thomas",1,"March, 1992",3,"March",1992,9.6,10.26,5.95,13224,6,80.62,8.4,18,3.1,0.0681662357448193,0.486584455198985,4.8,16,0.06,657644,3380,8184,184919.4,137083
"298","DG","History of the Decline and Fall of the Roman Empire — Volume 1",1156,1737,1794,"Gibbon, Edward",1,"November, 1996",11,"November",1996,15.4,13.41,6.16,22459,11.5,55.58,11.6,7,8.8,0.118602221301488,0.487860112543393,5.24,24,0.04,1390693,13966,10974,408169.8,265618
"299","PG","The Lady with the Dog and Other Stories",1151,1860,1904,"Chekhov, Anton Pavlovich",9,"September 9, 2004",9,"September",2004,9.3,9.92,6.07,7396,7.2,72.16,8.4,26,3.1,0.0554596718733599,0.522834379719317,4.74,16,0.06,338067,1872,4269,96430.5,71379
"300","GR","Filipino Popular Tales",1151,0,0,"Unknown",1,"June, 2005",6,"June",2005,8.7,9.57,5.57,14994,6,80.62,8.4,8.5,3.1,0.0880103108716048,0.472087278444361,4.68,16,0.06,972186,4602,12825,274944.6,207843
"301","DS","Antiquities of the Jews",1148,37,0,"Josephus, Flavius",1,"October, 2001",10,"October",2001,24.7,10.58,2.98,20405,19.6,39.68,21.2,18,8.8,0.153806146209936,0.497242833190458,4.65,48,0.02,2498225,14605,11074,729858.6,536947
"302","PR","The Secret Agent: A Simple Tale",1142,1857,1924,"Conrad, Joseph",24,"December 24, 2010",12,"December",2010,9.7,11.08,6.16,10187,6.8,73.17,8,5.5,3.1,0.0356835646937559,0.506373148242039,4.94,15,0.06,445318,3617,5740,128408.4,90158
"303","PS","The Raven",1140,1809,1849,"Poe, Edgar Allan",30,"November 30, 2005",11,"November",2005,14.2,12.94,8.11,1533,10.7,57.61,10.8,11,3.1,0.137778286303924,0.527597610973063,5.21,22,0.05,37227,231,323,10468.8,7148
"304","PA","The Iliad",1134,-750,-650,"Homer",1,"June, 2000",6,"June",2000,15.2,9.24,6.05,8456,11.8,65.39,14.4,18,3.1,0.128091314810529,0.519804399014607,4.47,31,0.03,682552,1629,4904,192713.4,152699
"305","PS","The Mysterious Stranger, and Other Stories",1133,1835,1910,"Twain, Mark",19,"August 19, 2006",8,"August",2006,10.1,9.17,6.38,4602,7.6,76.56,10,9,3.1,0.0752402861263707,0.511694975521949,4.56,20,0.05,188854,873,2056,54099.9,41382
"306","","How?: or Spare Hours Made Profitable for Boys and Girls",1131,0,0,"Holbrook, Kennedy",27,"February 27, 2016",2,"February",2016,14.6,10.33,6.32,5698,10.3,69.45,12.8,9,3.1,0.0918910260948911,0.440420888682886,4.71,27,0.04,314506,1765,2408,89484.3,66801
"307","PR","Laura Middleton; Her Brother and her Lover",1129,0,0,"Anonymous",6,"April 6, 2009",4,"April",2009,18.8,10.17,6.86,2926,15,51.86,16.4,13.5,8.8,0.160562675869066,0.531869029172614,4.63,36,0.03,148482,979,870,44698.5,32104
"308","PR","Biographia Literaria",1129,1772,1834,"Coleridge, Samuel Taylor",1,"July, 2004",7,"July",2004,18.2,12.72,7.13,17126,14.2,48.47,14.4,15.5,8.8,0.11540926757827,0.484252059510703,5.07,31,0.03,700675,7350,4385,206887.5,138336
"309","E300","Incidents in the Life of a Slave Girl, Written by Herself",1128,1813,1897,"Jacobs, Harriet A. (Harriet Ann)",11,"February 11, 2004",2,"February",2004,7.8,8.47,5.71,6781,6,80.62,8.4,4.5,3.1,0.097298505020518,0.510780984569498,4.49,16,0.06,374348,1589,5135,108753.3,83341
"310","PN","How To Write Special Feature Articles: A Handbook for Reporters, Correspondents and Free-Lance Writers Who Desire to Contribute to Popular Magazines and Magazine Sections of Newspapers",1125,1873,1935,"Bleyer, Willard Grosvenor",26,"April 26, 2005",4,"April",2005,12.8,11.95,6.43,15250,10.3,58.62,10.4,19,3.1,0.129457633312667,0.46347603067908,5.04,21,0.05,693048,6028,6541,201474,137575
"311","PR","The Pickwick Papers",1121,1812,1870,"Dickens, Charles",1,"January 1, 1837",1,"January",1837,10.5,11.66,5.7,24135,7.2,72.16,8.4,4.5,3.1,0.100545067513553,0.48841086397127,5.04,16,0.06,1506646,9763,18247,411440.4,299047
"312","PS","The House of Mirth",1119,1862,1937,"Wharton, Edith",3,"April 3, 2008",4,"April",2008,11.9,10.79,6.3,13251,9.1,67.08,10.4,13,3.1,0.069781211201948,0.505639623509844,4.84,21,0.05,625538,4426,6119,179807.4,129161
"313","PZ,PS","A Little Princess: Being the whole story of Sara Crewe now told for the first time",1112,1849,1924,"Burnett, Frances Hodgson",19,"June 19, 2008",6,"June",2008,7.9,9.21,5.63,5469,5.2,82.65,7.6,3,3.1,0.0747765031746663,0.506392634143354,4.67,14,0.07,309635,1160,4500,86552.1,66353
"314","","My Lady Greensleeves",1106,1919,2013,"Pohl, Frederik",27,"February 27, 2016",2,"February",2016,8.2,10.66,6.58,2063,5.6,76.22,6.8,4.5,3.1,0.0404530057549288,0.466813582713582,4.97,12,0.08,69042,370,1121,18801.9,13890
"315","","1000 Mythological Characters Briefly Described: Adapted to Private Schools, High Schools and Academies",1102,1840,1916,"Ellis, Edward Sylvester",7,"April 7, 2013",4,"April",2013,11.1,13.62,7.63,6551,7.2,66.74,7.2,8,3.1,-0.157863786865358,0.639797725800871,5.43,13,0.07,167669,1143,2213,46269,30889
"316","PR","Women in Love",1098,1885,1930,"Lawrence, D. H. (David Herbert)",1,"July, 2003",7,"July",2003,7.7,10.25,5.61,15780,5.6,76.22,6.8,0.5,3.1,0.0718498892327872,0.520803462153251,4.9,12,0.08,884117,4736,14825,245943,180343
"317","PT","An Enemy of the People",1093,1828,1906,"Ibsen, Henrik",1,"December, 2000",12,"December",2000,7.3,9.9,5.86,3319,4,85.69,6.4,3.5,3.1,0.117290326604737,0.512780573294827,4.89,11,0.09,152190,821,2712,41225.4,31150
"318","BF","Palmistry for All",1089,1866,1936,"Cheiro",29,"January 29, 2007",1,"January",2007,14,11.38,6.3,3941,10.3,64.04,11.6,14.5,8.8,0.119119041564382,0.482332059361616,4.89,24,0.04,205806,1809,1692,59923.8,42101
"319","BT","The Person and Work of The Holy Spirit",1088,1856,1928,"Torrey, R. A. (Reuben Archer)",13,"October 13, 2009",10,"October",2009,10.8,8.88,5.72,4617,8.3,74.53,10.8,4.5,3.1,0.149121688953264,0.500263685294585,4.46,22,0.04,327452,1551,3272,95688.9,73464
"320","PG","Best Russian Short Stories",1085,0,0,"Unknown",11,"September 11, 2004",9,"September",2004,9.1,10.44,6.1,10383,6.8,73.17,8,2.5,3.1,0.0687495458466247,0.501899814209535,4.83,15,0.06,459617,2724,6133,130599.9,95148
"321","PT","Faust: Der Tragödie erster Teil",1085,1749,1832,"Goethe, Johann Wolfgang von",1,"June 2000",6,"June",2000,10.6,13.96,6.87,5225,4,85.69,6.4,5,3.1,0.560976114334871,0.73546511627907,5.54,11,0.08,169792,747,2570,39503.7,30669
"322","PR","The Thirty-Nine Steps",1082,1875,1940,"Buchan, John",1,"June, 1996",6,"June",1996,7.4,8.12,6.12,4507,5.6,81.63,8,18,3.1,0.0675900181766122,0.449002284663316,4.43,15,0.06,181287,647,2568,52222.5,40956
"323","PE","Webster's Unabridged Dictionary",1076,0,0,"Various",22,"August 22, 2009",8,"August",2009,10,13.78,5.84,483557,6,69.79,6,9,3.1,-0.0853618905859018,0.542471664904858,5.61,10,0.1,25029704,250291,443390,6532614,4462031
"324","QA","Flatland: A Romance of Many Dimensions (Illustrated)",1075,1838,1926,"Abbott, Edwin Abbott",10,"March 10, 2008",3,"March",2008,15.8,11.9,7.33,5089,12.6,52.53,12.8,9,8.8,0.0877466171650791,0.468566251145932,4.98,27,0.04,170145,1669,1243,49953.6,34135
"325","PS","What Is Man? and Other Essays",1073,1835,1910,"Twain, Mark",1,"June, 1993",6,"June",1993,10.7,10.73,6.51,11842,7.9,70.13,9.2,5.5,3.1,0.111944813653376,0.481961085322527,4.83,18,0.05,456403,3394,5013,132125.4,94409
"326","PQ","The History of Don Quixote, Volume 1, Complete",1071,1547,1616,"Cervantes Saavedra, Miguel de",19,"July 19, 2004",7,"July",2004,24.9,10,7.13,14507,18.9,47.12,21.6,11,3.1,0.137783467353985,0.522827214545546,4.55,49,0.02,981016,4194,4334,286760.7,215835
"327","PR","Right Ho, Jeeves",1068,1881,1975,"Wodehouse, P. G. (Pelham Grenville)",29,"June 29, 2007",6,"June",2007,7.5,9.27,5.91,7596,4.8,83.66,7.2,4,3.1,0.0925828594473182,0.506202678767732,4.73,13,0.08,349241,1540,5578,97176.6,73797
"328","","Dr. Kometevsky's Day",1066,1910,1992,"Leiber, Fritz",5,"March 5, 2016",3,"March",2016,9.6,12,7.49,1367,6,75.2,7.2,4.5,3.1,0.0385890730418042,0.469616166280032,5.15,13,0.07,34655,235,497,9725.4,6735
"329","PS","The Best American Humorous Short Stories",1064,0,0,"Unknown",5,"February 5, 2004",2,"February",2004,10.9,11.02,6.53,13272,7.9,70.13,9.2,15,3.1,0.112796981754147,0.489059746153843,4.93,18,0.06,515461,3175,5766,144854.1,104548
"330","PR","Silas Marner",1064,1819,1880,"Eliot, George",1,"June, 1996",6,"June",1996,13.7,10.39,6.53,7423,9.5,71.48,12,27.5,3.1,0.0837367851965005,0.502345839897175,4.72,25,0.04,334752,1745,2741,94788,70933
"331","PR","The Vampyre; a Tale",1060,1795,1821,"Polidori, John William",1,"July, 2004",7,"July",2004,18.8,12.08,8.12,2278,13.8,54.9,15.2,11,8.8,0.0883147227483164,0.451638659662096,4.96,33,0.03,62700,402,374,18044.1,12630
